item_id,item_type,user_id,liked_date
item296,type0,user1045,2022-08-23 18:38:55.540000
item819,type3,user1046,2022-08-23 19:01:21.547000
item134,type0,user1047,2022-08-23 19:21:04.366000
item821,type0,user1048,2022-08-23 19:59:28.352000
item727,type1,user1049,2022-08-23 20:48:16.041000
item441,type0,user1049,2022-08-15 08:51:22.385000
item674,type1,user1049,2022-08-23 20:50:18.612000
item105,type0,user105,2022-08-08 22:50:39.559000
item772,type1,user1050,2022-08-23 20:59:26.044000
item674,type1,user1050,2022-08-21 11:47:54.411000
item1426,type1,user1050,2022-09-13 19:53:55.222000
item28,type0,user1051,2022-08-23 21:04:07.075000
item1784,type2,user1051,2022-09-05 21:38:29.773000
item822,type1,user1054,2022-08-23 21:37:45.003000
item75,type0,user1055,2022-08-23 22:07:05.621000
item823,type0,user1056,2022-08-23 22:10:54.245000
item894,type0,user1056,2022-08-28 20:13:28.424000
item1073,type1,user1056,2022-08-30 11:59:40.749000
item1859,type1,user1056,2022-09-30 14:01:03.393000
item4727,type1,user1056,2022-08-29 13:16:13.871000
item824,type3,user1057,2022-08-23 22:18:56.388000
item825,type1,user1058,2022-08-23 22:26:37.948000
item3087,type0,user1058,2022-08-06 12:05:36.271000
item134,type0,user1059,2022-08-23 22:46:57.159000
item504,type0,user1059,2022-08-23 22:46:02.260000
item106,type1,user106,2022-08-08 22:52:57.275000
item827,type1,user1061,2022-08-23 23:40:47.792000
item134,type0,user1063,2022-08-24 00:00:30.398000
item831,type0,user1064,2022-08-24 00:11:39.668000
item832,type0,user1065,2022-08-24 00:25:19.945000
item1895,type0,user1065,2022-08-25 11:45:33.935000
item810,type0,user1065,2022-08-24 00:21:57.739000
item834,type2,user1067,2022-08-24 00:44:12.301000
item577,type1,user1067,2022-08-20 00:58:51.346000
item3699,type2,user1067,2022-08-12 01:00:51.485000
item750,type0,user1067,2022-08-24 00:40:50.937000
item835,type1,user1069,2022-08-24 01:25:31.169000
item107,type1,user107,2022-08-08 22:54:54.529000
item367,type1,user107,2022-08-14 12:44:37.729000
item97,type1,user107,2022-08-09 11:52:15.169000
item69,type0,user1071,2022-08-24 07:33:25.899000
item1822,type0,user1071,2022-08-12 18:47:18.952000
item830,type1,user1072,2022-08-24 08:50:29.237000
item839,type2,user1073,2022-08-24 08:18:02.326000
item840,type1,user1074,2022-08-24 08:33:13.796000
item1552,type1,user1074,2022-09-14 10:09:55.344000
item667,type1,user1075,2022-08-24 08:44:34.272000
item841,type1,user1075,2022-08-24 09:12:10.551000
item431,type0,user1075,2022-08-24 09:14:50.683000
item737,type0,user1076,2022-08-24 10:09:36.002000
item705,type0,user1076,2022-10-15 05:41:01.232000
item1510,type0,user1076,2022-09-01 08:04:49.532000
item1810,type0,user1076,2022-09-25 14:55:23.820000
item1706,type1,user1076,2022-09-25 21:30:12.552000
item843,type0,user1078,2022-08-24 10:31:42.464000
item844,type0,user1079,2022-08-24 10:41:01.107000
item932,type0,user1079,2022-08-26 12:54:00.758000
item1104,type0,user1079,2022-08-23 14:54:30.596000
item108,type1,user108,2022-08-08 22:56:10.348000
item848,type2,user1082,2022-08-24 12:12:02.252000
item847,type1,user1083,2022-08-24 12:17:05.338000
item849,type0,user1084,2022-08-24 12:34:07.558000
item2826,type0,user1084,2022-08-30 13:37:42.376000
item4093,type0,user1084,2022-09-13 16:46:19.713000
item844,type0,user1084,2022-08-24 12:30:00.737000
item850,type3,user1086,2022-08-24 12:56:09.893000
item847,type1,user1086,2022-08-24 12:51:05.780000
item838,type1,user1089,2022-08-24 14:57:19.647000
item1202,type1,user1089,2022-09-03 11:35:54.778000
item1164,type1,user1089,2022-09-03 12:00:15.908000
item971,type0,user1089,2022-08-31 22:13:55.584000
item109,type0,user109,2022-08-08 23:16:47.371000
item853,type0,user1091,2022-08-24 14:59:34.631000
item843,type0,user1091,2022-08-19 18:03:10.870000
item1895,type0,user1091,2022-08-26 21:05:01.278000
item2661,type0,user1091,2022-08-22 13:34:04.836000
item854,type1,user1092,2022-08-24 15:16:28.641000
item561,type0,user1092,2022-08-24 15:36:38.461000
item737,type0,user1093,2022-08-24 15:45:48.830000
item844,type0,user1095,2022-08-24 15:35:49.216000
item581,type0,user1095,2022-09-07 14:27:02.457000
item649,type0,user1095,2022-09-05 17:19:56.687000
item721,type0,user1096,2022-08-24 16:11:51.049000
item81,type2,user1096,2022-08-07 22:58:50.155000
item2266,type1,user1096,2022-08-08 12:08:11.826000
item795,type1,user1097,2022-08-23 16:19:54.514000
item594,type1,user1097,2022-08-20 00:10:20.804000
item695,type1,user1097,2022-08-21 15:28:50.707000
item859,type1,user1099,2022-08-24 17:08:49.859000
item1124,type1,user1099,2022-09-02 16:34:50.056000
item1168,type1,user1099,2022-09-02 16:42:13.082000
item762,type1,user1099,2022-08-22 22:50:18.192000
item11,type0,user11,2022-08-04 23:44:04.533000
item110,type3,user110,2022-08-08 23:26:15.925000
item81,type2,user110,2022-08-08 23:29:13.013000
item860,type1,user1100,2022-08-24 17:58:36.279000
item375,type0,user1100,2022-08-22 22:57:52.861000
item734,type1,user1100,2022-08-22 13:05:37.159000
item3807,type1,user1100,2022-08-22 23:26:05.806000
item885,type1,user1100,2022-08-25 11:52:10.300000
item861,type2,user1101,2022-08-24 18:00:39.506000
item2731,type2,user1101,2022-08-24 17:44:46.299000
item2732,type2,user1101,2022-08-24 18:10:40.410000
item3838,type2,user1101,2022-08-24 18:08:14.687000
item862,type3,user1102,2022-08-24 18:02:12.213000
item852,type1,user1103,2022-08-24 18:22:25.708000
item863,type0,user1104,2022-08-24 19:18:29.821000
item865,type2,user1104,2022-08-24 19:22:03.557000
item866,type1,user1105,2022-08-24 19:29:06.918000
item841,type1,user1106,2022-08-24 20:46:56.379000
item869,type1,user1106,2022-08-24 20:47:44.234000
item2662,type1,user1106,2022-08-22 07:40:04.202000
item2674,type1,user1106,2022-08-22 17:29:50.236000
item870,type0,user1107,2022-08-24 21:24:25.700000
item408,type0,user1107,2022-08-15 10:56:31.130000
item871,type1,user1108,2022-08-24 21:37:43.257000
item873,type1,user1110,2022-08-24 21:59:24.961000
item874,type3,user1111,2022-08-24 22:12:31.719000
item2735,type3,user1111,2022-08-24 22:14:46.722000
item2999,type2,user1111,2022-09-08 11:19:00.870000
item3841,type0,user1111,2022-08-24 22:02:00.273000
item1054,type1,user1111,2022-08-30 15:00:00.350000
item65,type0,user1112,2022-08-24 22:19:03.213000
item2249,type0,user1112,2022-08-24 22:19:38.749000
item877,type1,user1114,2022-08-24 22:51:47.026000
item375,type0,user1115,2022-08-24 23:04:58.301000
item846,type1,user1117,2022-08-24 23:53:45.496000
item1478,type3,user1117,2022-09-15 13:25:50.881000
item597,type1,user1117,2022-08-19 04:11:36.761000
item852,type1,user1117,2022-08-24 23:52:57.702000
item4121,type1,user1117,2022-09-15 18:17:03.015000
item871,type1,user1118,2022-08-24 23:56:44.394000
item880,type0,user1119,2022-08-25 00:37:46.686000
item581,type0,user1119,2022-08-25 00:20:17.610000
item112,type0,user112,2022-08-08 23:41:15.544000
item882,type1,user1120,2022-08-25 02:34:18.716000
item838,type1,user1120,2022-08-24 01:48:56.395000
item883,type0,user1121,2022-08-25 03:37:25.124000
item3845,type2,user1121,2022-08-25 03:18:13.771000
item3846,type2,user1121,2022-08-25 03:36:24.623000
item884,type1,user1122,2022-08-25 07:39:41.992000
item555,type0,user1123,2022-08-25 08:42:14.781000
item3592,type0,user1123,2022-08-12 14:07:04.355000
item296,type0,user1123,2022-08-12 14:42:07.544000
item690,type0,user1123,2022-08-16 01:23:38.576000
item317,type0,user1124,2022-08-25 09:33:05.633000
item885,type1,user1125,2022-08-25 09:35:33.693000
item886,type2,user1126,2022-08-25 09:45:19.070000
item2872,type2,user1126,2022-09-01 12:58:33.686000
item2182,type0,user1126,2022-09-15 21:50:18.107000
item737,type0,user1126,2022-08-22 09:41:23.633000
item890,type1,user1128,2022-08-25 10:56:08.582000
item2719,type1,user1128,2022-08-25 11:21:45.369000
item155,type0,user1128,2022-08-25 11:38:01.859000
item855,type0,user1129,2022-08-25 11:03:53.803000
item3843,type0,user1129,2022-08-24 22:57:51.141000
item108,type1,user113,2022-08-08 23:51:49.604000
item834,type2,user1130,2022-08-25 11:48:41.474000
item733,type0,user1130,2022-08-22 10:35:48.586000
item1078,type0,user1130,2022-09-08 17:40:34.495000
item1483,type0,user1130,2022-09-08 17:31:24.629000
item892,type1,user1131,2022-08-25 12:27:57.299000
item804,type0,user1132,2022-08-25 12:44:41.586000
item625,type1,user1133,2022-08-25 13:02:42.124000
item3851,type1,user1133,2022-08-25 12:54:52.873000
item301,type0,user1134,2022-08-25 13:11:05.582000
item895,type3,user1136,2022-08-25 14:10:01.676000
item890,type1,user1137,2022-08-25 14:23:30.705000
item898,type1,user1138,2022-08-25 15:11:53.627000
item900,type2,user1139,2022-08-25 16:02:18.238000
item92,type0,user114,2022-08-08 23:57:01.206000
item363,type0,user114,2022-08-08 23:47:23.430000
item901,type1,user1140,2022-08-25 16:11:59.268000
item903,type0,user1141,2022-08-25 16:27:15.914000
item893,type1,user1142,2022-08-25 16:29:11.646000
item303,type0,user1143,2022-08-25 16:46:22.653000
item255,type0,user1143,2022-09-28 12:16:00.335000
item855,type0,user1146,2022-08-25 18:04:46.443000
item846,type1,user1148,2022-08-25 18:38:33.046000
item1689,type1,user1148,2022-09-24 12:49:01.576000
item871,type1,user1148,2022-08-25 18:34:01.228000
item1045,type1,user1148,2022-08-29 04:16:43.890000
item890,type1,user1149,2022-08-25 18:45:08.797000
item3457,type0,user1149,2022-10-19 08:06:15.357000
item331,type0,user1149,2022-08-28 03:13:13.389000
item113,type2,user115,2022-08-09 00:04:11.539000
item906,type0,user1150,2022-08-25 19:05:47.620000
item2760,type2,user1150,2022-08-25 19:32:35.071000
item4696,type2,user1150,2022-08-25 19:30:57.799000
item530,type0,user1151,2022-08-25 19:13:12.888000
item907,type1,user1152,2022-08-25 20:54:48.366000
item908,type0,user1153,2022-08-25 21:05:18.141000
item895,type3,user1154,2022-08-25 21:26:42.644000
item1196,type1,user1154,2022-09-02 01:03:50.732000
item1142,type1,user1154,2022-09-02 01:04:16.919000
item150,type0,user1155,2022-08-25 21:56:29.472000
item928,type0,user1155,2022-08-26 10:51:22.811000
item2867,type0,user1155,2022-08-26 10:53:21.998000
item588,type0,user1156,2022-08-25 22:06:08.408000
item1175,type1,user1156,2022-09-04 09:58:52.868000
item1190,type1,user1156,2022-09-04 09:56:08.727000
item911,type1,user1157,2022-08-25 23:27:41.125000
item912,type1,user1158,2022-08-26 00:05:38.527000
item914,type0,user1159,2022-08-26 00:14:38.635000
item2743,type0,user1159,2022-08-25 00:01:39.609000
item4124,type2,user1159,2022-09-15 22:35:49.752000
item1286,type0,user1159,2022-09-15 22:24:51.535000
item108,type1,user116,2022-08-09 00:18:08.245000
item2857,type1,user116,2022-09-01 18:10:53.000000
item419,type1,user116,2022-08-13 01:18:20.292000
item915,type1,user1160,2022-08-26 00:28:03.189000
item916,type1,user1161,2022-08-26 00:40:03.831000
item917,type0,user1162,2022-08-26 01:10:35.784000
item2778,type2,user1162,2022-08-26 14:49:16.221000
item3942,type0,user1162,2022-08-31 19:23:20.021000
item918,type0,user1163,2022-08-26 01:33:08.660000
item919,type0,user1164,2022-08-26 01:40:14.146000
item1083,type0,user1164,2022-08-31 12:43:47.669000
item1475,type0,user1164,2022-09-15 22:11:46.479000
item279,type0,user1164,2022-10-04 14:07:18.730000
item919,type0,user1165,2022-08-26 01:48:13.886000
item863,type0,user1168,2022-08-26 03:42:02.524000
item3455,type0,user1168,2022-10-19 06:46:50.028000
item578,type1,user1168,2022-08-19 23:15:15.232000
item737,type0,user1168,2022-08-22 14:29:43.286000
item750,type0,user1168,2022-08-22 14:31:09.729000
item922,type1,user1169,2022-08-26 05:32:37.529000
item114,type1,user117,2022-08-09 00:39:23.295000
item923,type0,user1170,2022-08-26 06:49:38.432000
item779,type1,user1170,2022-08-23 18:56:52.315000
item156,type0,user1171,2022-08-26 08:07:22.236000
item2488,type0,user1171,2022-08-15 21:45:18.532000
item3695,type2,user1171,2022-08-17 16:44:26.912000
item2544,type0,user1171,2022-08-22 17:47:32.678000
item890,type1,user1172,2022-08-26 08:54:37.848000
item778,type1,user1175,2022-08-26 10:36:26.093000
item2908,type1,user1175,2022-09-04 14:40:31.159000
item2599,type3,user1175,2022-08-20 01:08:46.031000
item830,type1,user1175,2022-08-24 13:30:54.013000
item915,type1,user1176,2022-08-26 11:44:16.771000
item1097,type1,user1176,2022-09-01 05:40:22.115000
item930,type1,user1177,2022-08-26 11:56:10.803000
item158,type2,user1177,2022-08-11 18:08:11.994000
item931,type1,user1179,2022-08-26 12:36:52.887000
item515,type0,user1179,2022-08-18 19:12:38.901000
item4723,type1,user1179,2022-08-28 16:12:37.932000
item115,type2,user118,2022-08-09 00:48:35.789000
item933,type1,user1180,2022-08-26 13:00:28.203000
item3840,type0,user1180,2022-08-24 21:17:06.638000
item1041,type1,user1180,2022-08-26 13:16:54.533000
item2763,type1,user1180,2022-08-26 13:14:49.660000
item901,type1,user1182,2022-08-26 14:20:44.638000
item935,type3,user1183,2022-08-26 15:09:17.744000
item924,type1,user1183,2022-08-26 13:21:18.546000
item1008,type1,user1183,2022-08-28 11:41:45.597000
item760,type0,user1183,2022-08-22 22:23:58.331000
item375,type0,user1183,2022-08-26 16:38:28.990000
item936,type1,user1184,2022-08-26 15:28:12.281000
item974,type1,user1184,2022-08-29 14:32:19.129000
item937,type3,user1185,2022-08-26 15:49:18.112000
item938,type0,user1186,2022-08-26 16:10:25.663000
item940,type0,user1187,2022-08-26 16:41:40.912000
item941,type1,user1188,2022-08-26 16:45:20.662000
item942,type0,user1189,2022-08-26 16:50:52.048000
item2783,type0,user1189,2022-08-26 16:54:46.172000
item116,type0,user119,2022-08-09 03:33:56.007000
item33,type0,user119,2022-08-08 16:42:04.142000
item1700,type0,user119,2022-09-21 18:53:32.687000
item4332,type0,user119,2022-10-14 17:55:48.941000
item4233,type0,user119,2022-10-24 16:08:47.071000
item915,type1,user1190,2022-08-26 17:07:38.518000
item1348,type0,user1190,2022-09-09 12:29:00.416000
item1295,type0,user1190,2022-09-07 11:38:58.717000
item4027,type1,user1190,2022-09-07 11:34:48.057000
item943,type3,user1191,2022-08-26 17:11:37.490000
item396,type2,user1191,2022-08-27 00:19:54.800000
item2155,type1,user1191,2022-10-20 23:11:46.157000
item248,type0,user1192,2022-08-26 17:20:52.295000
item4916,type0,user1192,2022-09-23 22:30:04.080000
item722,type0,user1193,2022-08-26 17:21:53.081000
item3020,type3,user1193,2022-09-09 21:16:08.097000
item155,type0,user1193,2022-08-24 21:29:22.836000
item944,type3,user1194,2022-08-26 17:46:24.498000
item515,type0,user1196,2022-08-26 17:56:37.717000
item168,type0,user1196,2022-08-27 11:11:46.721000
item946,type1,user1197,2022-08-26 18:40:55.578000
item947,type2,user1198,2022-08-26 18:55:16.720000
item1357,type0,user1198,2022-09-09 20:03:53.270000
item620,type0,user1199,2022-08-26 19:34:44.865000
item117,type0,user120,2022-08-09 05:51:25.066000
item948,type1,user1200,2022-08-26 20:45:44.918000
item2373,type1,user1200,2022-08-11 23:17:26.155000
item671,type1,user1200,2022-08-26 20:46:12.712000
item950,type0,user1202,2022-08-26 21:12:16.236000
item951,type1,user1203,2022-08-26 22:13:33.016000
item407,type0,user1205,2022-08-26 23:13:10.422000
item3875,type1,user1205,2022-08-26 23:19:11.402000
item955,type2,user1207,2022-08-26 23:24:07.449000
item956,type3,user1208,2022-08-26 23:46:26.876000
item1492,type1,user1208,2022-09-16 00:41:17.759000
item118,type1,user121,2022-08-09 06:55:32.010000
item929,type0,user1211,2022-08-27 01:23:23.922000
item4711,type0,user1211,2022-08-27 01:15:42.842000
item375,type0,user1212,2022-08-27 09:02:55.405000
item960,type1,user1213,2022-08-27 09:14:58.671000
item961,type0,user1214,2022-08-27 09:57:13.443000
item962,type0,user1215,2022-08-27 10:31:32.954000
item385,type1,user1215,2022-08-16 10:27:45.777000
item964,type1,user1216,2022-08-27 11:04:07.472000
item120,type0,user1217,2022-08-27 10:51:23.264000
item967,type1,user1218,2022-08-27 11:06:41.842000
item981,type1,user1218,2022-08-26 18:33:43.729000
item4713,type1,user1218,2022-08-27 10:42:10.408000
item949,type1,user1219,2022-08-27 11:15:44.156000
item968,type1,user1219,2022-08-27 11:23:47.644000
item969,type1,user1219,2022-08-27 11:25:35.915000
item1015,type1,user1219,2022-08-28 11:44:35.537000
item119,type1,user122,2022-08-09 09:14:42.204000
item970,type2,user1220,2022-08-27 11:28:49.405000
item3178,type0,user1220,2022-09-22 08:49:10.412000
item3209,type2,user1220,2022-09-24 12:35:29.852000
item2329,type0,user1220,2022-08-22 16:58:03.316000
item971,type0,user1221,2022-08-27 11:34:47.692000
item919,type0,user1221,2022-08-26 14:34:41.748000
item4721,type2,user1221,2022-08-28 14:01:48.581000
item973,type1,user1222,2022-08-27 13:33:36.020000
item946,type1,user1222,2022-08-27 13:34:53.462000
item972,type1,user1223,2022-08-27 13:54:38.026000
item974,type1,user1224,2022-08-27 14:08:55.147000
item975,type3,user1226,2022-08-27 15:40:47.592000
item400,type1,user1226,2022-10-07 19:52:51.548000
item4715,type1,user1226,2022-08-27 15:38:59.430000
item4005,type1,user1226,2022-09-06 21:53:36.563000
item689,type0,user1228,2022-08-27 16:06:17.723000
item120,type0,user123,2022-08-09 09:58:20.542000
item135,type0,user123,2022-08-11 10:35:04.701000
item4429,type0,user123,2022-08-09 19:57:22.403000
item980,type0,user1230,2022-08-27 17:40:39.705000
item982,type2,user1231,2022-08-27 18:23:04.720000
item168,type0,user1232,2022-08-27 19:22:27.058000
item984,type2,user1233,2022-08-27 19:26:16.528000
item1329,type0,user1233,2022-09-08 14:15:30.948000
item1694,type0,user1233,2022-09-26 11:10:54.490000
item1921,type0,user1233,2022-09-26 11:19:16.615000
item985,type1,user1234,2022-08-27 19:46:41.907000
item1307,type1,user1234,2022-09-07 17:51:28.822000
item1961,type1,user1234,2022-10-04 18:41:31.865000
item1347,type1,user1234,2022-09-09 09:27:46.807000
item1255,type1,user1234,2022-09-06 13:53:05.174000
item987,type0,user1235,2022-08-27 20:32:28.607000
item61,type0,user1235,2022-08-24 01:13:42.555000
item988,type1,user1236,2022-08-27 20:42:19.172000
item946,type1,user1236,2022-08-27 20:53:42.104000
item2036,type1,user1236,2022-10-05 13:10:52.808000
item2784,type1,user1236,2022-08-27 06:46:51.824000
item1012,type1,user1236,2022-08-27 20:52:26.117000
item907,type1,user1237,2022-08-27 20:42:54.843000
item1088,type1,user1237,2022-09-02 14:59:45.646000
item1227,type1,user1237,2022-09-02 15:10:15.127000
item121,type0,user124,2022-08-09 10:26:03.368000
item994,type0,user1241,2022-08-27 22:53:24.686000
item996,type1,user1242,2022-08-27 23:02:28.194000
item2275,type1,user1242,2022-08-08 22:08:03.086000
item939,type1,user1243,2022-08-27 23:12:30.897000
item998,type2,user1245,2022-08-27 23:36:04.231000
item972,type1,user1246,2022-08-27 23:27:37.177000
item1087,type1,user1246,2022-08-31 15:57:58.544000
item4342,type1,user1246,2022-10-17 20:26:52.126000
item2139,type1,user1246,2022-10-18 23:41:09.324000
item1001,type1,user1248,2022-08-28 00:26:18.475000
item122,type3,user125,2022-08-09 10:34:01.543000
item92,type0,user1251,2022-08-28 01:18:05.860000
item903,type0,user1251,2022-08-28 11:56:13.099000
item642,type0,user1251,2022-08-28 01:39:43.042000
item985,type1,user1252,2022-08-28 01:23:56.518000
item509,type1,user1254,2022-08-28 02:59:44.955000
item3944,type1,user1254,2022-09-21 16:11:50.399000
item1006,type1,user1255,2022-08-28 06:43:35.795000
item4716,type1,user1255,2022-08-29 01:46:26.520000
item1007,type1,user1256,2022-08-28 06:50:57.632000
item1009,type0,user1258,2022-08-28 09:38:58.917000
item1012,type1,user1260,2022-08-28 10:26:48.983000
item3864,type1,user1260,2022-08-28 10:31:59.983000
item1013,type2,user1261,2022-08-28 10:29:08.186000
item3834,type2,user1261,2022-08-24 13:54:39.107000
item1016,type2,user1262,2022-08-28 12:15:48.640000
item301,type0,user1264,2022-08-28 13:24:42.817000
item951,type1,user1267,2022-08-28 14:58:02.888000
item547,type1,user1267,2022-08-17 14:07:26.569000
item1018,type1,user1268,2022-08-28 14:45:25.206000
item801,type1,user1268,2022-08-24 10:00:08.500000
item877,type1,user1268,2022-08-24 09:53:19.647000
item771,type1,user1268,2022-08-23 17:08:46.421000
item2728,type1,user1268,2022-08-24 09:51:22.465000
item116,type0,user127,2022-08-09 14:30:51.727000
item765,type2,user127,2022-08-22 19:38:26.098000
item863,type0,user127,2022-08-22 20:10:19.613000
item972,type1,user1270,2022-08-28 15:29:35.433000
item973,type1,user1271,2022-08-28 16:03:14.552000
item973,type1,user1273,2022-08-28 17:28:06.839000
item1021,type1,user1273,2022-08-28 17:26:13.961000
item1021,type1,user1274,2022-08-28 19:05:56.966000
item1001,type1,user1274,2022-08-27 20:13:28.440000
item1022,type0,user1275,2022-08-28 19:31:42.349000
item1026,type0,user1275,2022-08-28 22:08:15.675000
item2823,type0,user1275,2022-08-28 22:05:16.160000
item830,type1,user1275,2022-08-24 18:40:52.950000
item3839,type1,user1275,2022-08-24 18:50:23.842000
item946,type1,user1276,2022-08-28 19:50:34.474000
item1020,type1,user1276,2022-08-28 19:48:26.666000
item946,type1,user1277,2022-08-28 20:24:33.242000
item2266,type1,user1277,2022-08-08 13:18:26.318000
item2248,type1,user1277,2022-08-08 13:30:09.344000
item370,type0,user1277,2022-08-19 22:25:00.130000
item973,type1,user1278,2022-08-28 21:02:47.837000
item1795,type1,user1278,2022-09-27 16:11:47.697000
item1025,type0,user1279,2022-08-28 21:32:18.119000
item953,type1,user1279,2022-08-26 23:56:13.404000
item1106,type1,user1279,2022-08-31 20:20:52.695000
item3582,type0,user1279,2022-08-12 00:08:26.069000
item114,type1,user128,2022-08-09 14:54:25.331000
item983,type1,user1281,2022-08-28 22:34:35.127000
item985,type1,user1282,2022-08-28 23:05:07.486000
item903,type0,user1283,2022-08-28 23:29:46.831000
item1028,type0,user1284,2022-08-28 23:36:13.775000
item946,type1,user1284,2022-08-26 23:57:32.609000
item924,type1,user1284,2022-08-27 00:04:21.484000
item694,type0,user1285,2022-08-29 00:29:51.837000
item69,type0,user1285,2022-08-22 21:06:05.483000
item2671,type1,user1285,2022-08-22 20:47:52.946000
item1029,type1,user1286,2022-08-29 00:38:10.926000
item488,type0,user1286,2022-08-23 15:14:23.621000
item1903,type0,user1286,2022-08-29 00:42:50.280000
item3041,type1,user1286,2022-09-12 23:55:30.548000
item1001,type1,user1287,2022-08-29 01:02:12.688000
item944,type3,user1288,2022-08-29 01:10:48.251000
item1030,type3,user1288,2022-08-29 01:14:10.071000
item3048,type1,user1288,2022-09-12 19:45:50.424000
item124,type0,user129,2022-08-09 16:10:11.573000
item134,type0,user129,2022-08-09 17:01:14.906000
item363,type0,user129,2022-08-09 16:12:27.523000
item61,type0,user1290,2022-08-29 07:34:05.348000
item1033,type0,user1291,2022-08-29 08:00:55.636000
item3737,type0,user1291,2022-08-19 12:48:31.239000
item429,type0,user1291,2022-08-09 23:59:12.189000
item1026,type0,user1292,2022-08-29 09:24:35.157000
item1034,type1,user1293,2022-08-29 09:38:56.167000
item1035,type2,user1294,2022-08-29 10:42:05.710000
item1021,type1,user1295,2022-08-29 10:56:05.881000
item853,type0,user1296,2022-08-29 11:01:06.328000
item1038,type0,user1297,2022-08-29 12:36:39.861000
