media_id,media_type,user_id,liked_date
780eae3d-c580-43ba-a8ab-daee66613bfa,SHORT_VIDEO,e55a7912-1985-4da0-8dba-67a92c022ef0,2022-08-06 03:20:54.800000
f36c4eda-ba0c-4729-b4ff-e04913e267eb,VIDEO,050ff50e-ae50-45f8-a6d6-e1962116905c,2022-08-06 06:11:28.157000
b0accff4-6115-4586-98cb-d31932569d93,VIDEO,b26dc708-2f0f-4213-aa3d-ec298062534d,2022-08-06 08:01:54.401000
7d7ee466-6b08-4fc4-a9a5-65ca3a3257d3,VIDEO,90437300-43e9-48a3-8996-7aa1cc145bce,2022-08-06 13:38:52.691000
f181b45b-41e1-4a0e-aab1-5cf711a8cc0a,SHORT_VIDEO,ad5a18b9-8c4d-406d-b16f-4a185a1fab3c,2022-08-06 16:34:40.225000
4ba92a1f-23f2-493e-ad46-0ed1565dadc2,AUDIO,e4935bdd-5f2e-419f-838e-70f045f07bbe,2022-08-06 21:11:52.586000
ae6b34e9-f04a-44b1-a975-c255a858f1f9,VIDEO,82305b2a-b290-43be-bb31-4bc25678abe8,2022-08-06 21:18:14.107000
1dc50fb9-5e4d-47d5-a212-2e5405b7600e,VIDEO,82305b2a-b290-43be-bb31-4bc25678abe8,2022-08-06 21:22:25.421000
e9c9b1d5-a4fb-4702-a6a3-137bd3d60a75,VIDEO,6b2b3a54-a9f7-49c5-a346-7c7e996bee09,2022-08-06 21:26:56.889000
755320bf-41a5-4c8f-99d7-2d466e6b0fd1,VIDEO,62e282d4-1666-4415-84ea-2dd4fbf8c280,2022-08-06 21:29:34.375000
897e89b6-5ee4-4d5a-b093-a541d279b9d3,VIDEO,9fec78ab-9b00-4703-b11c-60c36d8df87d,2022-08-06 21:38:16.090000
d4031b80-9206-42cc-a39a-b0f9852a6cee,VIDEO,77bd084d-227e-44be-98e4-f4e528614101,2022-08-06 21:46:01.961000
0b577b72-a5a4-408f-9a8e-827dfcc3ab4e,VIDEO,f43790e9-7ec3-442e-82f7-022c19f9eaae,2022-08-06 21:54:38.150000
a3a14796-6397-470b-bef6-346698fd3d2f,VIDEO,4237281e-45b7-4780-82e9-ecc59e812b29,2022-08-06 22:31:34.180000
6f717518-65dc-4f2d-af10-d57273e68810,VIDEO,d21f6f14-2d67-41d6-95fb-cdbabf36114f,2022-08-06 22:52:22.317000
e32395c2-8219-4369-a0b8-504d9eaad89f,VIDEO,6a00326a-551e-4cec-866d-7f963aea5965,2022-08-06 22:57:00.722000
2559114e-fff9-44ec-b801-91a89bc72547,AUDIO,a14c3fba-6a0c-40df-8719-c1051e41a609,2022-08-06 23:01:16.535000
075c79c9-be56-4a43-a8a0-e5f008bc9fe6,VIDEO,8854d691-24d8-4ed8-a6ae-6a006b3b78bc,2022-08-06 23:13:05.107000
f76c91fa-788b-4a5b-aaa7-729d722b92a4,VIDEO,ddd98c97-7f7f-4357-bffb-df5182e64179,2022-08-06 23:41:02.145000
89723120-1ea5-4df5-ad38-0771c476d028,VIDEO,ddd98c97-7f7f-4357-bffb-df5182e64179,2022-08-06 23:44:40.201000
19a265e6-4395-458c-a878-4a3d3877168a,VIDEO,3f863ebe-f057-49d0-9943-bc2682284c21,2022-08-07 04:06:08.886000
f0ad112f-6794-4bb1-a911-8d7c36e317e2,AUDIO,22bc090a-9af2-448d-992a-1a7f4b0764b4,2022-08-07 08:52:33.083000
5c568fac-7a16-4613-ba65-75fe68e568bd,SHORT_VIDEO,98115bba-7362-47d0-a583-170d1bb5122e,2022-08-07 09:25:22.194000
9ff42dd4-7c03-40a4-8a7a-9b18875fab47,VIDEO,30267f91-f986-47f8-be19-9288b4415c0e,2022-08-07 09:41:34.333000
3c9c7028-d1bc-4dbd-ae11-4f108fcb289e,VIDEO,2d876389-7b7c-4225-bc36-f729ac51be0d,2022-08-07 09:51:27.722000
1d20e538-8521-4495-8f7f-fd886e25e45b,AUDIO,0f376e2a-5257-4848-83d3-4a46975aacb0,2022-08-07 10:54:11.335000
55a04814-b851-40cf-b709-3fd8e3f39e13,STORY,f2fee2fc-2bfd-420b-9fe0-c9939eb84c74,2022-08-07 11:19:33.401000
ff427a5d-78a1-454a-87f2-469ca6037af4,STORY,88448cf8-6b59-4482-aeaf-f392c8bc3803,2022-08-07 11:24:47.039000
38d3cad4-8ce5-460c-affb-bca1e721c83b,VIDEO,8f573aee-0625-42da-beaf-be2317646fa3,2022-08-07 12:15:11.032000
146d8f65-3cba-420b-83d2-5a96bee64c69,STORY,cb464e0e-533b-4ad1-b74d-330f2e912740,2022-08-07 12:48:31.682000
5c568fac-7a16-4613-ba65-75fe68e568bd,SHORT_VIDEO,64d672cf-224a-4ee9-a88f-5c57a465394a,2022-08-07 12:33:08.952000
447ed713-a764-4c79-bcaf-41ae11d09a8c,AUDIO,c7764e0e-46b5-4c23-962d-65b4b4021b15,2022-08-07 12:44:45.220000
921d6d31-0b37-4aa0-bc81-202647d555eb,AUDIO,0c2435aa-5a90-4430-9896-b62d1a07e389,2022-08-07 12:57:06.435000
929de473-b4ae-4e7d-9b63-b055966dfe7b,SHORT_VIDEO,ca4e3d8a-3033-4b99-bcaa-d1531e179d37,2022-08-07 14:10:50.934000
bb283afe-fe1a-4831-bd54-1a5116a405d2,AUDIO,72c3afe7-a4f5-419a-b39b-20a10384bcb7,2022-08-07 13:54:52.798000
7fb74756-3377-4280-a078-a42dbe2cc32d,AUDIO,b9fe5971-966c-4439-89c0-d28da35744cf,2022-08-07 15:13:48.653000
c1763757-b915-4a78-8c99-c6b248cc7063,SHORT_VIDEO,83921c76-1017-4b58-8f68-e014f2de9f82,2022-08-07 16:58:42.322000
dec67845-d462-4421-86fb-80ece5f7db7b,SHORT_VIDEO,340a9947-64a4-49e7-8875-11f00e2ee17e,2022-08-07 16:49:09.579000
b359b63f-b605-4923-a3ff-7ef53f0ba9c0,SHORT_VIDEO,e098e5e9-2668-45f0-ad1a-b292ca3f97e9,2022-08-07 17:11:52.755000
621c7a03-6f31-40ff-a2a3-c8e14cfb7c7a,SHORT_VIDEO,e098e5e9-2668-45f0-ad1a-b292ca3f97e9,2022-08-07 17:06:50.485000
417d350f-8326-40e4-bd5f-4993d7567f2c,VIDEO,36a99aa9-3739-4e18-972a-5f51fed614f0,2022-08-07 18:11:24.995000
d3eaf1ef-5e28-41e6-96ce-5486fa48e2b6,VIDEO,89ae4ff8-0345-4dce-8a23-9f2de162b239,2022-08-07 19:19:59.059000
77675e61-d4bc-40a3-a88f-f5139ed1b9de,AUDIO,ea92c167-c91a-4ff8-896f-fc388520b2e5,2022-08-07 19:31:28.333000
d2f6b695-e360-46b4-af1c-c7767ddba05d,VIDEO,a4d18b8c-43dd-4751-8f55-68cbd585b274,2022-08-07 20:00:50.020000
ad001792-4b55-469a-8869-e128d6f5eb46,VIDEO,9ad3b476-f1c3-41e4-9b0f-8c8a9da5c0f7,2022-08-07 20:08:38.731000
17ab3a04-8eaa-40cf-ab05-09695cc4d126,VIDEO,4bc935e3-d370-4f06-b30b-2c4625db95fa,2022-08-07 20:06:16.918000
302f7012-3efc-4c00-b0e6-436a314ddff3,SHORT_VIDEO,c67cfe65-1dc3-43e5-8537-ee0068c69d75,2022-08-07 21:34:18.349000
53c203e0-d5b9-4553-b431-1839b69b33ed,SHORT_VIDEO,695c8549-e117-4fc3-add5-4a9e36e17262,2022-08-07 22:54:54.075000
34ddb8a4-6a12-4903-abfd-526fbe187a05,SHORT_VIDEO,3bfc99ba-9ae8-4146-8e6a-93986cd23aeb,2022-08-07 22:57:23.920000
19a265e6-4395-458c-a878-4a3d3877168a,VIDEO,0ce4fe9e-9d7f-4a65-a961-924934aa79f9,2022-08-07 23:02:35.570000
33faa3d2-eb75-4e97-9e21-ee54ffde09e8,VIDEO,c4732966-612c-4cee-843d-231df3aaebd7,2022-08-07 23:10:06.281000
aa90c64f-3d79-4d68-84a0-f816248f3a0b,SHORT_VIDEO,036ccd53-1aff-4212-a0f8-c7895eeb9fa5,2022-08-07 23:16:02.302000
53c203e0-d5b9-4553-b431-1839b69b33ed,SHORT_VIDEO,4237e1d1-b285-40c2-8781-2f976227dfbd,2022-08-07 23:55:15.000000
5254ef44-6bfc-4bfe-98ad-36f5a6e14f6e,VIDEO,3ee6ec0a-6675-49e6-894d-ebdbe3aceee8,2022-08-08 00:01:32.833000
929de473-b4ae-4e7d-9b63-b055966dfe7b,SHORT_VIDEO,070e9220-35fc-43d4-9dc2-e4acc11ccec9,2022-08-08 00:05:45.814000
100f7671-0d71-4d7c-a137-77f775ff0f02,VIDEO,c8622860-e678-4996-8100-ae67cfe165c3,2022-08-08 00:11:51.706000
1dcc6c34-37ec-4a52-a5f7-27282bb600dc,VIDEO,be71be97-42b8-4a5e-a43c-c1f177d96856,2022-08-08 00:25:51.158000
be6ce821-bf3e-4128-8632-526430b82781,VIDEO,72b62ef4-dd50-46a6-b20d-367b118dc941,2022-08-08 00:32:10.988000
a5dd7b57-1a3a-4f42-9730-eb2178c7df82,VIDEO,321895ad-5964-4237-a08b-859007b4bfb5,2022-08-08 00:48:03.663000
146d8f65-3cba-420b-83d2-5a96bee64c69,STORY,96352dc5-d625-4a49-8ca8-639adfc70a65,2022-08-08 01:15:37.691000
33faa3d2-eb75-4e97-9e21-ee54ffde09e8,VIDEO,dd5854bb-24ad-4377-aeae-621dc69b97bb,2022-08-08 01:21:26.636000
da7f9226-ce91-4b70-9b32-e83b5999cd53,SHORT_VIDEO,83921c76-1017-4b58-8f68-e014f2de9f82,2022-08-08 01:43:25.796000
1d1617d9-b854-4f14-a3b7-c746f4c6580b,VIDEO,cf061b11-76b9-4b9b-b07f-aa95dc05a268,2022-08-08 02:14:55.529000
f2b84faa-b224-46e9-8191-8ecae0ab4dd5,VIDEO,cd0fb44c-651d-4fed-b9ae-c4dbb8258fcb,2022-08-08 02:35:26.791000
9503280e-2676-44e4-9411-f338c3bc8490,VIDEO,cd0fb44c-651d-4fed-b9ae-c4dbb8258fcb,2022-08-08 02:39:15.706000
721527e7-1fbc-45fa-a632-2fb3dcee0b57,SHORT_VIDEO,79cd57d1-6f65-4683-acef-121a1ce046bc,2022-08-08 03:33:20.002000
9ffe0ca4-33a6-4291-b7b6-5da6d1d455e0,AUDIO,551c8a74-b9c1-469d-8c06-462c43587a6a,2022-08-08 09:14:04.347000
68d18060-1ee6-44d2-9170-228a1e2b33c5,STORY,421e1bdc-bb28-4d8d-8840-c0330a31eb33,2022-08-08 10:16:42.890000
37fc18c6-48dc-420a-b5b4-60100fbe369a,VIDEO,982472af-02dc-44c4-a4b0-3d8423cc9a5c,2022-08-08 12:45:40.539000
ae43d3d5-4ab4-4277-b57f-f69cb967fde3,SHORT_VIDEO,ab13b610-ab08-467d-a72e-a56aa7ab7e46,2022-08-08 13:01:34.957000
45ad145a-f913-41ed-984a-41ec901f5048,STORY,e30a57f4-6a28-4c35-bca7-309f86b6ecb8,2022-08-08 13:46:26.676000
41baa1f2-917c-4953-bc34-31b76ead887a,VIDEO,d68534c2-1207-4769-8002-e08150ffa8fc,2022-08-08 14:43:40.234000
3b7a7991-558c-4c81-a996-b642b2ca1d23,VIDEO,192af97a-f448-4ff8-8770-e248e4a9eaaf,2022-08-08 15:28:42.748000
482f5a42-5990-406a-8210-6722cb7c3d85,VIDEO,b03f6cfb-2eb1-4723-9ce1-060d62dc2475,2022-08-08 16:03:00.158000
c1c745a5-969e-4547-87c4-1a5fdb4054f9,VIDEO,4284d45d-2e6f-43e5-a30b-b300b14218e8,2022-08-08 16:09:57.272000
781feeeb-1264-48e8-8c52-9bbf78b708d5,VIDEO,dacdd830-e73c-4e46-876b-ea4e2434c877,2022-08-08 16:44:26.468000
03ee93f9-284e-4006-9263-77be8469cfc4,SHORT_VIDEO,0e7c9252-e988-4992-9966-3b855c7565dc,2022-08-08 17:23:38.324000
f3d5d3e3-d617-4b0d-9b12-e3ef147f2afe,VIDEO,7ad67466-9197-44b5-99c0-d43583d0719e,2022-08-08 17:26:31.268000
54147edf-1d3d-49a8-a315-7fca8af4fb99,VIDEO,18e51581-afa6-431d-9250-1ffc46312b3b,2022-08-08 17:48:18.284000
b1670635-60dd-4fee-bbbc-2d83229f8ffe,SHORT_VIDEO,f0991cbf-74ce-4d06-b33e-8b5ff89efc6c,2022-08-08 18:33:52.921000
1cf13379-7e44-4522-ba25-0793a7ec44d2,VIDEO,e500c9c6-e078-4e9a-99c2-0ed81713f608,2022-08-08 18:36:06.245000
2927cbb2-d860-4ce5-aaa1-9f0b9dd08604,SHORT_VIDEO,a7cb75af-85a0-42eb-bbff-4259c40f688b,2022-08-08 18:37:48.596000
32effd16-10fe-4342-959b-b3cb8360573c,SHORT_VIDEO,ad5a18b9-8c4d-406d-b16f-4a185a1fab3c,2022-08-08 18:42:11.025000
f97d8cad-c53d-422b-a4af-10432bb9055c,VIDEO,312cc540-1969-4128-937e-6dccd7e03a4d,2022-08-08 18:58:44.536000
ff427a5d-78a1-454a-87f2-469ca6037af4,STORY,15f83de7-c83a-46c1-bac3-3c409b27e4ed,2022-08-08 19:42:28.420000
0b5ba348-25ae-4bd1-8bd5-7858a3d966b5,SHORT_VIDEO,ce8c3f70-6b9a-43d0-b4b7-e182e0971560,2022-08-08 19:46:43.030000
427f83ae-c7d7-411a-b0a2-a86ba7b6df7e,AUDIO,9d8eba5c-d156-485a-9329-2ebd36c49e6a,2022-08-08 20:26:20.140000
ce553ddf-3024-466b-8912-ce491709b52f,SHORT_VIDEO,0eea459e-31c4-47ac-95b0-a4d21f065543,2022-08-08 20:30:19.364000
401deae4-6911-4094-9300-535a2ff85b93,VIDEO,a4995685-a2a8-4e8a-bdaa-c9260e0d1d26,2022-08-08 20:40:04.294000
d8dbd947-4a7f-4ba4-851d-7712e6ceabca,VIDEO,cb3091d3-f31a-4045-b7a7-cb18364ad713,2022-08-08 20:53:46.760000
a6fe09f8-9f9b-4b6c-a62f-0f6bf59f8270,SHORT_VIDEO,8aede15e-ae82-44c2-9f34-fe798e4ef79e,2022-08-08 21:08:01.205000
b13b2280-0829-479a-a4c7-b9962d7c657a,VIDEO,d74645b1-4322-4c63-8c64-b81e6ad58ea0,2022-08-08 22:50:39.559000
8da06dab-08e2-44ea-8773-131a67b83f48,SHORT_VIDEO,ef582864-56b1-45f0-be22-8da754dfb64a,2022-08-08 22:52:57.275000
e3b7198d-d5e7-402a-96d5-93d3e4885955,SHORT_VIDEO,cb77fa14-881b-4633-ba71-68991d57546d,2022-08-08 22:54:54.529000
e4f9880c-6b1a-4220-a177-9229c1bf0bc1,SHORT_VIDEO,9a293d5a-ed55-4f11-83ed-bb07b1b366bb,2022-08-08 22:56:10.348000
75dc37c8-cb55-4500-b662-f2d384f1a97a,VIDEO,0d31164c-0917-41fc-a579-b749caacb8ef,2022-08-08 23:16:47.371000
336b920a-1739-4597-a9a2-230698ac5dda,STORY,78546db8-39b1-4418-90cb-ac1a19bf8471,2022-08-08 23:26:15.925000
6c673566-64c0-4e81-b6dc-ec8f2d06b864,SHORT_VIDEO,36f8fa02-a3b8-41fd-a06b-1b63aea8ddab,2022-08-08 23:18:52.427000
9ffe0ca4-33a6-4291-b7b6-5da6d1d455e0,AUDIO,78546db8-39b1-4418-90cb-ac1a19bf8471,2022-08-08 23:29:13.013000
6ca9602b-d3d8-4c0a-a972-593d2c2f4b7c,VIDEO,6f9d7088-8abe-4a73-94dc-e8e6b5b5ab6a,2022-08-08 23:41:15.544000
e4f9880c-6b1a-4220-a177-9229c1bf0bc1,SHORT_VIDEO,49aa5f40-69d1-4244-aecf-9db9eb7da36e,2022-08-08 23:51:49.604000
f3d5d3e3-d617-4b0d-9b12-e3ef147f2afe,VIDEO,ffb033a3-2de8-42aa-9416-4c98418a74b2,2022-08-08 23:57:01.206000
9e4a2454-b9ce-41f7-94a9-e7f8fbd18e81,AUDIO,6a435873-9c63-4000-be4d-f6fa40f444bb,2022-08-09 00:04:11.539000
e4f9880c-6b1a-4220-a177-9229c1bf0bc1,SHORT_VIDEO,1bd8b3c5-0248-4803-a5ca-f4ba66a4ef85,2022-08-09 00:18:08.245000
f7219d4f-ee65-4550-9d36-d1aa83dabcbf,SHORT_VIDEO,dd6329ac-806f-42b9-ba6f-4bc6e0df50d6,2022-08-09 00:39:23.295000
9c895be1-063d-41a0-aad5-136796ba6408,AUDIO,934ac38a-a6a0-4d1f-b5c7-d02ff5311cfb,2022-08-09 00:48:35.789000
1d24e5eb-f735-4f97-9135-903344d77dc2,VIDEO,af07ce9e-d19b-4fc4-b1aa-89c78e74cded,2022-08-09 03:33:56.007000
162da10d-98f2-4e85-b001-8ad3294c297f,VIDEO,2bac7b2e-56b9-4153-a1ee-31831d71dc30,2022-08-09 05:51:25.066000
63034d92-5995-4b3d-baef-99b8c01b802c,SHORT_VIDEO,70dbb588-d9c3-46fd-928b-de6a67f51301,2022-08-09 06:55:32.010000
7446e31a-4da1-4a9e-b260-2529423ff41d,SHORT_VIDEO,b9e511b6-8fd0-4766-a3c9-9e7f0559b4ac,2022-08-09 09:14:42.204000
b0392da0-da2d-44cf-bd8c-79fd2fb7f36c,VIDEO,429836e2-fbcf-4f84-8c2e-6bdbf999d320,2022-08-09 09:58:20.542000
71f3d4f1-dd89-475b-83a3-ef0667a4f767,VIDEO,e220ba63-5caf-4bc7-b7e3-18b221d3d6bc,2022-08-09 10:26:03.368000
7556da67-aea6-48c5-9f5c-51740ef1cacf,STORY,e648a79a-2153-451d-bd38-cc977e3ee59c,2022-08-09 10:34:01.543000
e4f9880c-6b1a-4220-a177-9229c1bf0bc1,SHORT_VIDEO,4bc935e3-d370-4f06-b30b-2c4625db95fa,2022-08-09 10:49:37.711000
3abeebb2-bfd0-4d9d-a72d-e458ceef93ac,VIDEO,fbd8b1ed-7b1d-4d37-ba38-170b9229d763,2022-08-09 11:44:39.911000
1d24e5eb-f735-4f97-9135-903344d77dc2,VIDEO,3f947948-8de1-4a68-8ca6-708befc6fca7,2022-08-09 14:30:51.727000
f7219d4f-ee65-4550-9d36-d1aa83dabcbf,SHORT_VIDEO,93c96b3c-160d-4c05-af26-7334a2f413db,2022-08-09 14:54:25.331000
abf28188-9061-4a5c-b358-97052316c271,VIDEO,013d3021-bcc5-4cc3-b35d-fef9a8293d19,2022-08-09 16:10:11.573000
fd1eb28f-fca1-48d0-a64b-a47dcff4eadc,STORY,567c5f03-01a6-481b-a67c-f8bba59d5b5d,2022-08-09 16:33:58.699000
d6a2da30-5481-4c63-934b-ee3f649bc39a,VIDEO,e94d5d3d-7a98-4534-8f08-bdcd530399ab,2022-08-09 17:57:27.892000
10e23628-24df-4695-96e2-f22b75e98ee9,SHORT_VIDEO,977b5ac2-d4d9-4fb8-81dc-18ff42961afc,2022-08-09 18:17:46.012000
3557e229-5fe8-46f7-8b66-49fc66035328,STORY,0a12f4d3-c902-4037-a46e-19cee24b39e8,2022-08-09 18:52:12.313000
f1d1ff35-8b34-4e74-a9be-d9a932b6676b,SHORT_VIDEO,ad5a18b9-8c4d-406d-b16f-4a185a1fab3c,2022-08-09 20:01:25.414000
e8ca03b3-34a2-45db-be68-1aa1d87e7ce2,SHORT_VIDEO,17360448-5871-462a-884c-02be89be2420,2022-08-09 20:08:54.485000
b0392da0-da2d-44cf-bd8c-79fd2fb7f36c,VIDEO,5b95d903-b5fa-49f1-a569-9da37e73f11b,2022-08-09 20:30:42.793000
1d24e5eb-f735-4f97-9135-903344d77dc2,VIDEO,7d205de7-27e6-44e0-bebf-3a0920b6018b,2022-08-09 21:01:52.930000
8d58bf67-0661-4457-b65e-4ec9c5d30bc5,VIDEO,10635ee9-1829-48ed-819d-dad64d4285ba,2022-08-09 21:13:34.015000
3557e229-5fe8-46f7-8b66-49fc66035328,STORY,b8ac18e7-0961-49e1-9e1e-900606f53717,2022-08-09 22:33:17.258000
9ea4acfd-0d86-419a-882b-2ea06bd4e743,SHORT_VIDEO,f7b6c96e-33c7-4a7d-8fd3-263b61cdb64a,2022-08-09 22:57:01.482000
ba509414-9793-44e3-8b7d-7d8862161e6c,AUDIO,61940da0-b5de-431c-b8df-0d9b7688fc74,2022-08-09 22:59:51.573000
b9894553-88f2-49ef-9df2-45b4007e45cb,VIDEO,1d59f1de-fa8a-4230-a348-3a524cac8e8e,2022-08-09 23:01:06.153000
25f9f767-3fca-4d3e-8c12-a39f379359ef,VIDEO,5aff1f65-21d5-43fd-bc3f-15b3a7d56ddb,2022-08-09 23:27:21.135000
ff4b0529-c67c-447e-ac67-2d433d9fda18,AUDIO,e2c8458a-b5a1-41a7-b5f2-db688577605f,2022-08-09 23:19:11.243000
1dd94f6a-7e34-4473-9345-f6bce85fc456,SHORT_VIDEO,c717e87b-a17b-4e9b-8e66-983dc58b77b2,2022-08-09 23:24:41.234000
7f2145bd-11c6-4531-bfc3-66a02ee2ecb1,VIDEO,02fda2bd-9c6a-4655-93e4-23f978d30ef7,2022-08-09 23:32:22.142000
74d03e91-b2ed-4459-91da-bf65ebb4b78b,SHORT_VIDEO,c2bc6d55-0526-4d20-931e-9047a49c3320,2022-08-09 23:48:11.541000
f205130d-4955-420b-8899-d132845191f1,VIDEO,24258e5d-dac9-49f3-858e-28be98fb94ff,2022-08-09 23:50:29.443000
d6a2da30-5481-4c63-934b-ee3f649bc39a,VIDEO,32a21bc6-c0d2-4a8b-a5de-0ac3e799928e,2022-08-09 23:45:00.459000
d3eaf1ef-5e28-41e6-96ce-5486fa48e2b6,VIDEO,3dd8d6b9-a206-45c8-b1c6-549b4f64c369,2022-08-09 23:40:06.903000
afba5717-0514-4b70-85e9-e2b9469e2124,SHORT_VIDEO,1b84b63f-c824-42c1-b595-9d2ff0134c2a,2022-08-10 00:39:42.089000
87721d20-0532-48d3-8c53-75db4c0abf05,VIDEO,e1528667-8720-4247-a5a8-97634830aa73,2022-08-10 00:35:08.940000
9ea4acfd-0d86-419a-882b-2ea06bd4e743,SHORT_VIDEO,5a2d7ed6-1b4b-45d5-8bfc-4617b3a828a0,2022-08-10 01:33:08.431000
25f9f767-3fca-4d3e-8c12-a39f379359ef,VIDEO,94983bb1-7cfb-4be0-ac55-fc919279af07,2022-08-10 01:37:19.207000
97531096-42e2-4598-85ea-c222ce445a5d,SHORT_VIDEO,2fe43a47-f70f-4e10-8bab-4165f1e75024,2022-08-10 02:20:03.626000
86688603-9b76-4127-8407-075c2098a759,SHORT_VIDEO,2fe43a47-f70f-4e10-8bab-4165f1e75024,2022-08-10 02:24:50.382000
6df13de6-d1e2-46cc-8629-71105e246a9d,SHORT_VIDEO,a183c06f-bd6c-4d7f-8ecc-f4a2d6b298f7,2022-08-10 06:52:54.408000
e8ca03b3-34a2-45db-be68-1aa1d87e7ce2,SHORT_VIDEO,47de5c7e-1fc8-4766-95cf-0ff9abfd5eb9,2022-08-10 08:34:53.660000
e73abe78-f57b-49a3-81ec-1294c36e3a11,SHORT_VIDEO,918b7425-3028-475e-9981-cfcdf25e8fa7,2022-08-10 10:54:53.904000
d3eaf1ef-5e28-41e6-96ce-5486fa48e2b6,VIDEO,12db8e57-c605-4e2c-ab06-f94093af1fd9,2022-08-10 11:19:51.148000
30b25714-1967-4d57-a4db-65109556afdb,STORY,f84614eb-bede-4b2d-8afc-0b149d297dc7,2022-08-10 11:31:51.141000
e01a643d-ef79-4af0-b12b-15d5f946e008,VIDEO,c55a8059-3ac2-4d49-891d-1d3c3a4771d8,2022-08-10 11:36:31.343000
b1d54d5c-0337-48d0-9656-70a201702bcc,AUDIO,9c516c1e-10f5-4b9b-aecb-e7a948eeb64d,2022-08-10 11:46:46.294000
26036cd7-2cda-4a77-a98f-a8ce88451c34,VIDEO,b580313e-ddc4-4487-85f0-0e93ebef7c21,2022-08-10 12:19:18.649000
8220a3bd-1b01-4a65-8c2b-c5d3c85f82f3,SHORT_VIDEO,5511bf6d-263f-4c3f-b205-36e772a78e3f,2022-08-10 12:25:47.237000
26036cd7-2cda-4a77-a98f-a8ce88451c34,VIDEO,d5ea8fa9-3efe-4415-aca8-6fd5615546bc,2022-08-10 12:56:50.073000
