item_id,item_type,user_id,liked_date
item167,type0,user184,2021-08-10 22:51:06.171000
item168,type0,user185,2021-08-10 22:50:34.231000
item169,type3,user186,2021-08-10 22:56:06.282000
item170,type2,user187,2021-08-10 22:52:07.257000
item168,type0,user188,2021-08-10 22:56:40.253000
item171,type1,user189,2021-08-10 22:53:37.330000
item172,type0,user190,2021-08-10 22:53:59.786000
item173,type1,user191,2021-08-10 22:57:04.364000
item120,type0,user192,2021-08-10 22:58:34.121000
item169,type3,user193,2021-08-10 23:05:40.470000
item168,type0,user194,2021-08-10 23:16:37.461000
item134,type0,user195,2021-08-10 23:06:04.873000
item174,type0,user196,2021-08-10 23:08:09.289000
item159,type3,user197,2021-08-10 23:12:41.431000
item175,type1,user198,2021-08-10 23:10:09.589000
item176,type2,user199,2021-08-10 23:34:06.548000
item177,type0,user200,2021-08-10 23:33:17.157000
item178,type2,user201,2021-08-10 23:19:02.345000
item171,type1,user202,2021-08-10 23:30:25.489000
item179,type1,user202,2021-08-10 23:31:12.120000
item46,type2,user203,2021-08-10 23:34:55.764000
item31,type0,user204,2021-08-10 23:36:56.998000
item171,type1,user205,2021-08-10 23:41:14.876000
item180,type1,user206,2021-08-10 23:47:41.025000
item181,type2,user170,2021-08-10 23:58:26.282000
item182,type1,user207,2021-08-11 00:01:33.055000
item61,type0,user208,2021-08-10 23:52:16.208000
item183,type0,user209,2021-08-11 00:10:11.844000
item184,type2,user210,2021-08-11 00:24:22.469000
item163,type1,user12,2021-08-11 00:33:58.045000
item185,type1,user211,2021-08-11 01:07:05.819000
item186,type1,user212,2021-08-11 01:16:56.666000
item187,type1,user213,2021-08-11 01:23:54.570000
item124,type0,user214,2021-08-11 04:42:31.652000
item188,type1,user215,2021-08-11 06:29:37.299000
item189,type2,user208,2021-08-11 06:43:45.082000
item190,type1,user216,2021-08-11 07:55:57.275000
item191,type0,user217,2021-08-11 09:02:27.038000
item192,type0,user218,2021-08-11 09:03:39.123000
item193,type0,user218,2021-08-11 09:11:38.602000
item194,type3,user12,2021-08-11 09:14:31.323000
item195,type1,user219,2021-08-11 09:33:51.281000
item196,type3,user220,2021-08-11 09:58:20.573000
item197,type1,user221,2021-08-11 10:31:31.477000
item198,type0,user222,2021-08-11 10:44:24.926000
item199,type0,user223,2021-08-11 11:23:45.988000
item200,type3,user224,2021-08-11 11:29:53.370000
item201,type0,user225,2021-08-11 11:34:48.978000
item124,type0,user226,2021-08-11 11:40:50.621000
item202,type0,user227,2021-08-11 11:51:22.794000
item203,type1,user228,2021-08-11 11:58:50.731000
item204,type1,user229,2021-08-11 12:03:03.751000
item205,type0,user230,2021-08-11 12:11:56.895000
item206,type0,user231,2021-08-11 12:15:35.909000
item207,type1,user206,2021-08-11 12:23:51.611000
item153,type0,user232,2021-08-11 12:35:29.318000
item208,type1,user233,2021-08-11 12:41:45.246000
item209,type1,user234,2021-08-11 12:44:35.110000
item210,type2,user235,2021-08-11 12:59:58.060000
item211,type1,user236,2021-08-11 13:11:07.062000
item212,type0,user237,2021-08-11 13:14:05.711000
item36,type0,user238,2021-08-11 13:21:00.244000
item201,type0,user239,2021-08-11 13:22:02.104000
item213,type3,user240,2021-08-11 13:37:24.918000
item214,type2,user241,2021-08-11 14:06:34.355000
item215,type0,user242,2021-08-11 14:13:54.098000
item216,type0,user243,2021-08-11 14:24:05.044000
item217,type0,user244,2021-08-11 14:31:59.456000
item120,type0,user245,2021-08-11 14:43:21.406000
item218,type0,user246,2021-08-11 14:48:12.601000
item179,type1,user247,2021-08-11 14:48:41.759000
item5,type0,user248,2021-08-11 14:51:20.881000
item219,type1,user249,2021-08-11 14:54:41.107000
item185,type1,user249,2021-08-11 14:56:56.304000
item197,type1,user250,2021-08-11 15:00:45.362000
item220,type1,user155,2021-08-11 15:05:58.955000
item221,type1,user251,2021-08-11 15:12:39.980000
item155,type0,user252,2021-08-11 15:18:45.967000
item222,type1,user253,2021-08-11 16:01:17.645000
item223,type1,user254,2021-08-11 15:59:50.123000
item224,type0,user255,2021-08-11 16:04:36.032000
item225,type1,user256,2021-08-11 16:19:56.885000
item226,type3,user257,2021-08-11 16:24:02.558000
item227,type1,user258,2021-08-11 16:31:19.701000
item120,type0,user259,2021-08-11 16:36:33.598000
item155,type0,user260,2021-08-11 16:43:38.652000
item228,type1,user154,2021-08-11 17:03:41.092000
item229,type0,user80,2021-08-11 17:43:59.070000
item230,type1,user244,2021-08-11 18:11:35.147000
item217,type0,user261,2021-08-11 18:22:23.338000
item185,type1,user262,2021-08-11 18:39:55.797000
item120,type0,user263,2021-08-11 18:30:00.692000
item230,type1,user264,2021-08-11 18:51:45.509000
item231,type0,user265,2021-08-11 18:45:31.866000
item232,type0,user266,2021-08-11 18:55:41.032000
item100,type2,user267,2021-08-11 19:09:59.831000
item233,type1,user268,2021-08-11 19:06:52.462000
item92,type0,user268,2021-08-11 19:04:45.768000
item175,type1,user155,2021-08-11 19:27:17.172000
item234,type2,user269,2021-08-11 19:31:03.320000
item120,type0,user270,2021-08-11 19:51:19.006000
item235,type1,user271,2021-08-11 19:52:40.560000
item236,type2,user241,2021-08-11 19:54:26.537000
item237,type3,user272,2021-08-11 20:02:18.973000
item238,type0,user273,2021-08-11 19:59:27.260000
item216,type0,user274,2021-08-11 20:07:12.201000
item206,type0,user241,2021-08-11 20:12:48.318000
item185,type1,user275,2021-08-11 20:31:01.527000
item239,type3,user276,2021-08-11 20:53:12.351000
item240,type2,user277,2021-08-11 21:08:12.221000
item134,type0,user278,2021-08-11 22:00:38.453000
item95,type0,user279,2021-08-11 22:11:58.826000
item197,type1,user280,2021-08-11 22:19:12.762000
item61,type0,user281,2021-08-11 22:40:57.830000
item241,type3,user282,2021-08-11 22:44:05.855000
item242,type0,user283,2021-08-11 23:07:38.191000
item243,type0,user284,2021-08-11 22:56:50.491000
item244,type0,user285,2021-08-11 23:05:04.986000
item245,type0,user286,2021-08-11 23:15:06.473000
item246,type0,user287,2021-08-11 23:44:52.611000
item247,type2,user288,2021-08-11 23:49:25.467000
item223,type1,user289,2021-08-11 23:52:51.693000
item248,type0,user155,2021-08-12 00:02:36.712000
item249,type0,user290,2021-08-12 00:04:30.725000
item250,type1,user291,2021-08-12 00:10:04.923000
item251,type0,user292,2021-08-12 00:37:50.785000
item45,type0,user293,2021-08-12 00:49:27.967000
item252,type0,user294,2021-08-12 00:57:10.299000
item253,type1,user295,2021-08-12 01:39:41.465000
item254,type1,user19,2021-08-12 01:54:52.193000
item255,type0,user296,2021-08-12 01:59:35.430000
item256,type0,user297,2021-08-12 02:22:54.961000
item257,type0,user298,2021-08-12 04:23:30.903000
item195,type1,user163,2021-08-12 05:45:42.395000
item24,type0,user299,2021-08-12 06:36:06.218000
item237,type3,user156,2021-08-12 08:04:44.941000
item258,type0,user300,2021-08-12 06:54:47.948000
item259,type2,user301,2021-08-12 09:20:06.682000
item260,type0,user302,2021-08-12 09:24:26.218000
item261,type1,user303,2021-08-12 10:19:31.219000
item262,type1,user304,2021-08-12 10:29:54.054000
item263,type3,user305,2021-08-12 10:47:10.267000
item264,type0,user306,2021-08-12 11:15:03.396000
item265,type1,user155,2021-08-12 11:27:26.375000
item266,type1,user307,2021-08-12 11:51:28.533000
item172,type0,user308,2021-08-12 12:05:48.023000
item267,type0,user309,2021-08-12 12:16:41.903000
item268,type1,user310,2021-08-12 13:08:01.361000
item269,type0,user311,2021-08-12 13:14:32.834000
item270,type1,user312,2021-08-12 14:48:04.003000
item271,type3,user313,2021-08-12 15:20:42.306000
item272,type3,user314,2021-08-12 15:23:02.773000
item273,type0,user315,2021-08-12 15:28:29.741000
item274,type0,user316,2021-08-12 15:29:34.591000
item275,type0,user317,2021-08-12 15:35:15.673000
item238,type0,user318,2021-08-12 15:48:47.601000
item248,type0,user319,2021-08-12 15:52:34.048000
item276,type1,user320,2021-08-12 16:04:07.015000
item277,type0,user321,2021-08-12 16:31:57.421000
item278,type3,user322,2021-08-12 16:33:23.255000
item279,type0,user323,2021-08-12 16:35:00.842000
item280,type0,user155,2021-08-12 16:39:47.682000
item281,type0,user324,2021-08-12 17:01:50.104000
item282,type3,user325,2021-08-12 17:21:28.582000
item237,type3,user326,2021-08-12 17:38:20.383000
item283,type0,user327,2021-08-12 17:50:43.633000
item284,type0,user328,2021-08-12 17:54:41.149000
item185,type1,user329,2021-08-12 18:19:13.536000
item285,type3,user330,2021-08-12 18:56:03.026000
item286,type3,user331,2021-08-12 19:09:18.029000
item287,type0,user332,2021-08-12 19:12:15.356000
item288,type2,user333,2021-08-12 19:24:37.058000
item286,type3,user333,2021-08-12 19:30:08.284000
item289,type0,user334,2021-08-12 19:33:07.798000
item290,type1,user335,2021-08-12 19:39:24.750000
item195,type1,user336,2021-08-12 19:54:35.865000
item291,type2,user337,2021-08-12 20:03:24.367000
item292,type0,user338,2021-08-12 20:38:50.056000
item293,type0,user339,2021-08-12 20:52:05.837000
item294,type0,user340,2021-08-12 21:17:01.941000
item295,type0,user341,2021-08-12 21:23:09.956000
item5,type0,user342,2021-08-12 22:23:42.720000
item296,type0,user343,2021-08-12 22:30:50.151000
item279,type0,user344,2021-08-12 22:40:33.454000
item297,type1,user345,2021-08-12 23:00:26.857000
item2,type0,user346,2021-08-12 23:06:18.987000
item285,type3,user347,2021-08-12 23:02:11.903000
item298,type2,user348,2021-08-12 23:04:47.019000
item299,type3,user349,2021-08-12 23:06:56.913000
item300,type0,user350,2021-08-12 23:07:43.201000
item285,type3,user348,2021-08-12 23:13:41.888000
item301,type0,user351,2021-08-12 23:19:55.334000
item302,type1,user352,2021-08-12 23:26:21.008000
item303,type0,user353,2021-08-12 23:32:48.608000
item277,type0,user354,2021-08-12 23:33:50.792000
item304,type1,user355,2021-08-12 23:38:12.445000
item69,type0,user356,2021-08-12 23:46:04.863000
item284,type0,user357,2021-08-12 23:43:15.187000
item305,type1,user358,2021-08-13 00:26:03.347000
item306,type1,user359,2021-08-13 00:29:29.144000
item307,type1,user359,2021-08-13 00:31:06.279000
item308,type0,user360,2021-08-13 00:36:15.046000
item309,type1,user49,2021-08-13 00:43:30.742000
item310,type0,user361,2021-08-13 01:02:38.054000
item219,type1,user362,2021-08-13 01:04:46.398000
item311,type3,user363,2021-08-13 01:31:45.781000
item69,type0,user248,2021-08-13 01:13:54.733000
item285,type3,user364,2021-08-13 02:26:27.860000
item312,type2,user365,2021-08-13 03:02:37.578000
item313,type0,user366,2021-08-13 03:53:30.524000
item168,type0,user367,2021-08-13 05:50:12.903000
item303,type0,user368,2021-08-13 06:05:33.744000
item61,type0,user369,2021-08-13 07:17:02.362000
item314,type1,user370,2021-08-13 08:19:06.206000
item185,type1,user371,2021-08-13 08:51:58.831000
item315,type0,user372,2021-08-13 08:57:09.983000
item267,type0,user373,2021-08-13 09:59:00.935000
item24,type0,user374,2021-08-13 10:13:33.825000
item301,type0,user375,2021-08-13 10:57:53.589000
item316,type2,user376,2021-08-13 11:20:43.504000
item174,type0,user375,2021-08-13 11:51:16.873000
item317,type0,user377,2021-08-13 11:54:25.751000
item257,type0,user378,2021-08-13 12:01:26.913000
item41,type0,user379,2021-08-13 13:03:06.300000
item318,type0,user380,2021-08-13 13:12:02.225000
item302,type1,user381,2021-08-13 13:14:06.694000
item319,type2,user382,2021-08-13 13:25:13.258000
item320,type0,user383,2021-08-13 13:34:57.637000
item321,type2,user384,2021-08-13 13:39:24.530000
item322,type1,user385,2021-08-13 14:19:23.407000
item233,type1,user386,2021-08-13 15:01:37.899000
item295,type0,user387,2021-08-13 15:03:31.639000
item268,type1,user388,2021-08-13 15:08:09.128000
item323,type1,user189,2021-08-13 16:21:34.767000
item185,type1,user389,2021-08-13 16:27:55.839000
item151,type1,user189,2021-08-13 16:28:42.381000
item324,type0,user390,2021-08-13 17:02:28.670000
item325,type0,user391,2021-08-13 18:05:00.770000
item275,type0,user226,2021-08-13 18:09:36.403000
item326,type1,user392,2021-08-13 18:47:33.564000
item138,type0,user393,2021-08-13 18:56:16.303000
item327,type0,user390,2021-08-13 19:15:14.351000
item328,type0,user394,2021-08-13 19:25:42.873000
item230,type1,user394,2021-08-13 19:29:49.828000
item329,type1,user280,2021-08-13 19:36:13.281000
item330,type3,user395,2021-08-13 19:38:54.497000
item331,type0,user396,2021-08-13 20:11:01.736000
item332,type0,user397,2021-08-13 21:19:52.178000
item314,type1,user398,2021-08-13 21:29:18.921000
item301,type0,user399,2021-08-13 21:31:56.379000
item333,type1,user400,2021-08-13 21:34:41.634000
item334,type0,user401,2021-08-13 21:59:41.436000
item335,type0,user402,2021-08-13 22:16:33.707000
item279,type0,user403,2021-08-13 22:26:26.077000
item336,type2,user404,2021-08-13 22:30:29.543000
item337,type0,user405,2021-08-13 22:52:14.884000
item61,type0,user406,2021-08-13 22:57:19.666000
item338,type3,user407,2021-08-13 23:22:48.256000
item134,type0,user408,2021-08-13 23:07:56.103000
item339,type1,user385,2021-08-13 23:18:47.077000
item340,type0,user409,2021-08-13 23:01:42.544000
item302,type1,user410,2021-08-13 23:04:07.475000
item277,type0,user411,2021-08-13 23:14:00.184000
item341,type0,user412,2021-08-13 23:28:24.760000
item342,type3,user413,2021-08-13 23:31:43.149000
item329,type1,user414,2021-08-13 23:46:30.251000
item343,type0,user415,2021-08-13 23:47:26.725000
item344,type0,user416,2021-08-13 23:42:49.329000
item268,type1,user417,2021-08-13 23:56:10.665000
item138,type0,user418,2021-08-14 00:20:36.713000
item345,type0,user419,2021-08-14 00:12:08.833000
item346,type3,user420,2021-08-14 00:19:21.166000
item347,type3,user421,2021-08-14 00:14:40.820000
item212,type0,user422,2021-08-14 00:13:15.150000
item41,type0,user423,2021-08-14 00:23:31.738000
item340,type0,user424,2021-08-14 00:26:13.372000
item348,type3,user425,2021-08-14 00:35:24.427000
item273,type0,user426,2021-08-14 00:36:17.162000
item348,type3,user427,2021-08-14 00:46:34.649000
item349,type1,user428,2021-08-14 01:15:06.582000
item350,type0,user429,2021-08-14 02:08:40.261000
item351,type3,user430,2021-08-14 03:20:35.550000
item352,type0,user402,2021-08-14 05:48:04.020000
item353,type0,user431,2021-08-14 06:16:32.718000
item354,type1,user432,2021-08-14 07:15:44.623000
item355,type0,user433,2021-08-14 08:35:47.700000
item356,type0,user434,2021-08-14 08:38:49.973000
item357,type0,user435,2021-08-14 09:00:35.796000
item358,type0,user436,2021-08-14 09:19:20.060000
item61,type0,user437,2021-08-14 10:01:22.437000
item224,type0,user438,2021-08-14 10:29:29.519000
item359,type1,user439,2021-08-14 10:31:42.893000
item360,type1,user440,2021-08-14 10:41:02.031000
item158,type2,user441,2021-08-14 11:01:11.324000
item360,type1,user442,2021-08-14 10:53:59.024000
item361,type0,user443,2021-08-14 11:12:39.869000
item362,type2,user444,2021-08-14 11:13:26.571000
item297,type1,user445,2021-08-14 11:33:32.359000
item329,type1,user446,2021-08-14 11:35:19.401000
item302,type1,user447,2021-08-14 11:51:35.457000
item363,type0,user448,2021-08-14 12:06:46.354000
item364,type1,user449,2021-08-14 12:09:51.297000
item243,type0,user450,2021-08-14 12:12:38.500000
item275,type0,user451,2021-08-14 12:14:59.512000
item365,type0,user12,2021-08-14 12:17:25.727000
item366,type1,user452,2021-08-14 12:20:16.785000
item359,type1,user452,2021-08-14 12:22:11.005000
item359,type1,user453,2021-08-14 12:43:24.182000
item367,type1,user107,2021-08-14 12:44:37.729000
item368,type2,user454,2021-08-14 12:48:34.204000
item369,type0,user12,2021-08-14 13:00:44.150000
item370,type0,user426,2021-08-14 12:56:14.595000
item371,type1,user455,2021-08-14 13:06:19.852000
item354,type1,user456,2021-08-14 13:20:48.947000
item268,type1,user457,2021-08-14 13:18:30.725000
item372,type0,user458,2021-08-14 14:00:18.136000
item373,type1,user459,2021-08-14 13:46:12.406000
item301,type0,user460,2021-08-14 13:51:43.942000
item374,type0,user461,2021-08-14 14:44:35.367000
item41,type0,user462,2021-08-14 15:03:10.097000
item375,type0,user463,2021-08-14 15:06:49.512000
item344,type0,user464,2021-08-14 15:39:55.003000
item376,type0,user465,2021-08-14 15:42:26.276000
item297,type1,user466,2021-08-14 15:55:19.115000
item377,type1,user467,2021-08-14 16:37:58.957000
item378,type0,user468,2021-08-14 16:48:55.921000
item379,type0,user469,2021-08-14 16:57:00.969000
item380,type0,user470,2021-08-14 17:25:37.875000
item381,type0,user471,2021-08-14 18:09:17.829000
item366,type1,user472,2021-08-14 18:19:00.681000
item382,type1,user473,2021-08-14 18:44:09.047000
item168,type0,user474,2021-08-14 19:04:44.034000
item383,type1,user475,2021-08-14 19:08:00.774000
item384,type1,user476,2021-08-14 19:24:02.525000
item385,type1,user163,2021-08-14 19:32:26.801000
item386,type0,user477,2021-08-14 19:39:49.113000
item387,type0,user478,2021-08-14 19:54:14.070000
item388,type0,user478,2021-08-14 20:03:02.462000
item389,type1,user479,2021-08-14 20:04:59.211000
item390,type2,user480,2021-08-14 20:18:20.217000
item391,type1,user481,2021-08-14 20:36:49.356000
item172,type0,user482,2021-08-14 20:39:04.780000
item318,type0,user483,2021-08-14 21:06:42.393000
item61,type0,user349,2021-08-14 21:21:14.969000
item392,type0,user484,2021-08-14 21:23:29.455000
item377,type1,user485,2021-08-14 21:46:10.625000
item36,type0,user486,2021-08-14 21:50:58.457000
item393,type1,user487,2021-08-14 22:25:22.943000
item394,type1,user488,2021-08-14 23:15:29.815000
item385,type1,user478,2021-08-14 23:27:18.259000
item224,type0,user489,2021-08-14 23:37:17.614000
item395,type0,user490,2021-08-14 23:44:13.179000
item396,type2,user491,2021-08-14 23:46:19.594000
item393,type1,user492,2021-08-15 00:07:13.976000
item279,type0,user493,2021-08-15 00:14:19.945000
item397,type1,user494,2021-08-15 00:20:27.367000
item398,type0,user495,2021-08-15 00:30:58.307000
item212,type0,user496,2021-08-15 00:33:24.724000
